"","X","Site","Year","ID","Attempt","Nest_Fate","age","Date_Incubation","Date_Failure","Comments","unique_ID","tph","gc","cc","maxveg","avgveg","voveg","Died_Nesting","Nest_Random","site"
"731",749,"WLA","2016","60489",2,"0",1,"6/14/2016","6/19/2016","","60489 2 0",0,100,36.5,200,157.5,145,"N",1,"WLA"
"732",750,"WLA","2016","60490",1,"0",1,"5/17/2016","5/19/2016","","60490 1 0",17,90,70,200,67.5,55,"N",1,"WLA"
"733",751,"WLA","2016","60490",2,"0",1,"6/9/2016","6/11/2016","","60490 2 0",15,100,89.6,200,145,120,"N",1,"WLA"
"734",752,"WLA","2016","60492",1,"0",1,"5/23/2016","6/21/2016","","60492 1 0",0,100,53.4,192.5,122.5,92.5,"N",1,"WLA"
"735",753,"SL","2016","60554",1,"0",1,"4/5/2016","4/11/2016","","60554 1 0",21,72,59.2,192.5,87.5,85,"N",1,"SL"
"736",754,"SL","2016","60554",2,"0",1,"5/4/2016","5/30/2016","","60554 2 0",0,77,53.4,171.25,95,127.5,"N",1,"SL"
"737",755,"SL","2016","60560",1,"0",1,"4/20/2016","5/15/2016","","60560 1 0",15,71,81.4,176.25,110,113.75,"Y",1,"SL"
"738",756,"SL","2016","60564",1,"1",1,"4/7/2016","5/3/2016","","60564 1 1",0,74,21,165,83.75,85,"Y",1,"SL"
"739",757,"SL","2016","60564",2,"0",1,"5/30/2016","6/21/2016","","60564 2 0",0,83,61,136.25,75,77.5,"Y",1,"SL"
"740",758,"SL","2016","60566",1,"0",1,"4/9/2016","4/25/2016","","60566 1 0",0,71,19.8,200,95,100,"N",1,"SL"
"741",759,"SL","2016","60570",2,"1",1,"6/1/2016","6/26/2016","","60570 2 1",0,92,43.6,182.5,95,138.75,"N",1,"SL"
"742",760,"SL","2016","60570",1,"0",1,"4/7/2016","5/2/2016","","60570 1 0",39,53,74.2,155,55,33.75,"N",1,"SL"
"743",761,"SL","2016","60572",1,"1",1,"4/2/2016","4/28/2016","","60572 1 1",0,72,18.6,190,70,80,"N",1,"SL"
"744",762,"SL","2016","60574",2,"1",1,"5/8/2016","6/3/2016","","60574 2 1",0,79,64.8,200,142.5,167.5,"N",1,"SL"
"745",763,"SL","2016","60574",1,"0",1,"4/19/2016","4/20/2016","","60574 1 0",12,85,70,116.25,66.25,55,"N",1,"SL"
"746",764,"SL","2016","60576",1,"1",1,"5/3/2016","5/28/2016","","60576 1 1",6,70,63.2,168.75,75,83.75,"N",1,"SL"
"747",765,"SL","2016","60578",1,"1",1,"4/14/2016","5/9/2016","","60578 1 1",0,71,44.6,183.75,102.5,126.25,"N",1,"SL"
"748",766,"SL","2016","60578",2,"1",1,"6/10/2016","7/5/2016","","60578 2 1",0,74,75,200,128.75,142.5,"N",1,"SL"
"749",767,"SL","2016","60580",2,"1",1,"4/28/2016","5/24/2016","","60580 2 1",16,55,77,112.5,57.5,51.25,"N",1,"SL"
"750",768,"SL","2016","60580",1,"0",1,"4/3/2016","4/8/2016","","60580 1 0",35,67,70,132.5,56.25,53.75,"N",1,"SL"
"751",769,"WEBB","2016","60644",1,"1",1,"5/20/2016","6/16/2016","","60644 1 1",NA,NA,NA,NA,NA,NA,"N",1,"WEBB"
"752",770,"WEBB","2016","60646",1,"0",1,"4/12/2016","4/28/2016","","60646 1 0",23,41,83.4,175,120,107.5,"Y",1,"WEBB"
"753",771,"WEBB","2016","60647",1,"1",1,"4/15/2016","5/12/2016","","60647 1 1",25,31,84.8,200,52.5,27.5,"N",1,"WEBB"
"754",772,"WEBB","2016","60649",1,"0",1,"4/9/2016","5/18/2016","","60649 1 0",1,68,23.1,200,95,77.5,"N",1,"WEBB"
"756",774,"WEBB","2016","60652",1,"1",1,"4/26/2016","5/23/2016","","60652 1 1",26,25.5,92.8,137.5,50,30,"N",1,"WEBB"
"757",775,"WEBB","2016","60653",1,"0",1,"4/24/2016","4/28/2016","","60653 1 0",0,100,31.4,165,127.5,90,"N",1,"WEBB"
"758",776,"WEBB","2016","60656",1,"0",1,"4/19/2016","5/12/2016","","60656 1 0",15,81.5,88.4,195,136,165,"N",1,"WEBB"
"759",777,"WEBB","2016","60658",2,"1",1,"5/23/2016","6/19/2016","","60658 2 1",4,92,48,102.5,65,77.5,"N",1,"WEBB"
"760",778,"WEBB","2016","60658",1,"0",1,"4/14/2016","4/26/2016","","60658 1 0",2,91,49.6,177.5,98.75,75,"N",1,"WEBB"
"761",779,"WEBB","2016","60663",1,"0",1,"5/15/2016","5/30/2016","","60663 1 0",10,91,98.6,172.5,132.5,102.5,"N",1,"WEBB"
"762",780,"WEBB","2016","60664",1,"0",1,"4/10/2016","4/13/2016","","60664 1 0",38,9.75,90,200,115,80,"Y",1,"WEBB"
"763",781,"WEBB","2016","60667",1,"1",1,"4/14/2016","5/10/2016","","60667 1 1",3,83,54.6,170,120,92.5,"N",1,"WEBB"
"764",782,"WEBB","2016","60670",1,"0",1,"4/4/2016","4/21/2016","","60670 1 0",0,82,6.4,185,62.5,62.5,"N",1,"WEBB"
"765",783,"WEBB","2016","60670",2,"0",1,"6/4/2016","6/22/2016","","60670 2 0",16,29,79.8,190,27.5,25,"N",1,"WEBB"
"766",784,"WEBB","2016","60672",1,"1",0,"5/5/2016","6/2/2016","","60672 1 1",0,90,13.2,147.5,107.5,105,"N",1,"WEBB"
"767",785,"WEBB","2016","60676",1,"1",1,"4/30/2016","5/27/2016","","60676 1 1",9,78,74.2,187.5,122.5,100,"N",1,"WEBB"
"768",786,"WEBB","2016","60677",1,"0",1,"4/18/2016","5/1/2016","","60677 1 0",5,95,90,182.5,132.5,120,"Y",1,"WEBB"
"769",787,"WEBB","2016","60682",1,"1",1,"4/13/2016","5/11/2016","","60682 1 1",8,89,79,192.5,155,72.5,"N",1,"WEBB"
"770",788,"WEBB","2016","60683",1,"0",1,"4/6/2016","4/21/2016","","60683 1 0",1,92,51.8,200,180,160,"Y",1,"WEBB"
"771",789,"WEBB","2016","60688",1,"1",1,"5/1/2016","5/25/2016","","60688 1 1",6,98,92,200,160,120,"N",1,"WEBB"
"772",790,"WEBB","2016","60690",1,"1",1,"5/8/2016","6/4/2016","","60690 1 1",26,74,83.4,175,117.5,84,"N",1,"WEBB"
"775",793,"WEBB","2016","60696",1,"1",1,"4/22/2016","5/18/2016","","60696 1 1",13,65.5,95.8,140,72.5,57.5,"N",1,"WEBB"
"776",794,"WEBB","2016","60700",1,"0",1,"4/13/2016","4/21/2016","","60700 1 0",14,77,80.8,157.5,85,92.5,"N",1,"WEBB"
"777",795,"WEBB","2016","60700",2,"0",1,"5/27/2016","6/12/2016","","60700 2 0",0,73.6,3.8,170,107.5,117.5,"N",1,"WEBB"
"778",796,"WEBB","2016","60701",1,"0",1,"4/24/2016","5/15/2016","","60701 1 0",0,100,80,200,170,177.5,"N",1,"WEBB"
"779",797,"WEBB","2016","60703",1,"0",1,"4/21/2016","4/25/2016","","60703 1 0",14,65.6,85.6,140,77.5,75,"N",1,"WEBB"
"780",798,"WEBB","2016","60703",2,"0",1,"5/31/2016","6/13/2016","","60703 2 0",20,54,75.2,87.5,70,60,"N",1,"WEBB"
"781",799,"WEBB","2016","60704",1,"0",0,"4/28/2016","5/16/2016","","60704 1 0",20,76.5,69.6,152.5,85,70,"Y",1,"WEBB"
"782",800,"WLA","2016","60709",1,"0",1,"5/12/2016","5/16/2016","","60709 1 0",11,100,53.6,200,75,55,"N",1,"WLA"
"783",801,"WLA","2016","60709",2,"0",1,"6/3/2016","6/9/2016","","60709 2 0",0,100,38.8,200,142.5,135,"N",1,"WLA"
"784",802,"WLA","2016","60710",1,"0",1,"5/16/2016","5/17/2016","","60710 1 0",13,88,83.2,200,77.5,60,"N",1,"WLA"
"785",803,"WLA","2016","60717",1,"0",1,"4/24/2016","4/27/2016","","60717 1 0",19,100,90.6,200,122.5,107.5,"N",1,"WLA"
"786",804,"WLA","2016","60717",2,"0",1,"5/22/2016","5/25/2016","","60717 2 0",35,100,85,200,67.5,55,"N",1,"WLA"
"787",805,"WLA","2016","60718",1,"0",1,"5/13/2016","5/26/2016","","60718 1 0",30,100,89,192.5,155,147.5,"N",1,"WLA"
"788",806,"WLA","2016","60721",1,"0",1,"4/18/2016","4/27/2016","","60721 1 0",26,100,42,200,127.5,122.5,"N",1,"WLA"
"789",807,"WLA","2016","60723",1,"0",1,"4/13/2016","4/21/2016","","60723 1 0",9,100,92,200,200,200,"Y",1,"WLA"
"790",808,"WLA","2016","60725",1,"0",1,"4/13/2016","4/24/2016","","60725 1 0",7,100,72.8,200,142.5,127.5,"N",1,"WLA"
"792",810,"WLA","2016","60728",1,"0",1,"5/12/2016","5/29/2016","","60728 1 0",0,86,63.8,182.5,167.5,162.5,"N",1,"WLA"
"793",811,"WLA","2016","60730",1,"0",1,"5/14/2016","5/27/2016","","60730 1 0",10,100,80.2,200,62.5,55,"N",1,"WLA"
"794",812,"WLA","2016","60736",1,"0",1,"5/5/2016","5/13/2016","","60736 1 0",7,100,77.2,200,52.5,45,"N",1,"WLA"
"796",814,"SL","2016","60837",1,"0",1,"4/5/2016","4/21/2016","","60837 1 0",19,60,85.6,197.5,71.25,48.75,"Y",1,"SL"
"797",815,"SL","2016","60839",1,"1",1,"4/9/2016","5/4/2016","","60839 1 1",17,74,91.8,188.75,103.75,112.5,"N",1,"SL"
"798",816,"SL","2016","60842",2,"1",1,"5/8/2016","6/4/2016","","60842 2 1",0,71,21.2,177.5,82.5,107.5,"N",1,"SL"
"799",817,"SL","2016","60842",1,"0",1,"3/31/2016","4/16/2016","","60842 1 0",24,63,34.8,200,91.25,108.75,"N",1,"SL"
"800",818,"SL","2016","60844",1,"0",1,"4/11/2016","4/13/2016","","60844 1 0",0,58,11,161.25,73.75,57.5,"N",1,"SL"
"801",819,"SL","2016","60847",1,"0",1,"4/7/2016","4/13/2016","","60847 1 0",1,66,15.6,156.25,67.5,48.75,"Y",1,"SL"
"802",820,"SL","2016","60850",1,"1",1,"4/23/2016","5/20/2016","","60850 1 1",41,68,75.4,197.5,92.5,91.25,"N",1,"SL"
"803",821,"SL","2016","60852",2,"1",1,"4/21/2016","5/17/2016","","60852 2 1",3,72,62,200,107.5,116.25,"N",1,"SL"
"804",822,"SL","2016","60852",1,"0",1,"3/30/2016","3/32/2016","","60852 1 0",14,65,66.8,183.75,120,85,"N",1,"SL"
"805",823,"SL","2016","60856",2,"1",1,"4/28/2016","5/24/2016","","60856 2 1",0,71,24.6,178.75,108.75,143.75,"N",1,"SL"
"806",824,"SL","2016","60856",1,"0",1,"4/3/2016","4/8/2016","","60856 1 0",12,61,80.6,180,78.75,76.25,"N",1,"SL"
"807",825,"SL","2016","60857",1,"0",1,"4/2/2016","4/10/2016","","60857 1 0",4,59,64.2,183.75,87.5,83.75,"Y",1,"SL"
"808",826,"WEBB","2016","60918",1,"1",1,"4/10/2016","5/7/2016","","60918 1 1",0,89,20,195,120,137.5,"N",1,"WEBB"
"809",827,"WEBB","2016","60919",1,"1",1,"4/24/2016","5/21/2016","","60919 1 1",13,85,86.8,95,70,52.5,"N",1,"WEBB"
"810",828,"WEBB","2016","60921",1,"0",0,"6/1/2016","6/8/2016","","60921 1 0",5,36.25,87,142.5,82.5,55,"N",1,"WEBB"
"811",829,"WEBB","2016","60922",1,"0",1,"4/30/2016","5/4/2016","","60922 1 0",12,78,89,117.5,62.5,40,"Y",1,"WEBB"
"812",830,"WEBB","2016","60923",1,"0",1,"4/8/2016","4/15/2016","","60923 1 0",0,94,2.68,185,102.5,105,"Y",1,"WEBB"
"813",831,"BFG","2018","61059",1,"0",1,"4/2/2018","4/11/2018","","61059 1 0",0,79,12.8,70,52.5,32.5,"Y",1,"BFG"
"814",832,"BFG","2018","61060",1,"0",1,"4/11/2018","5/3/2018","","61060 1 0",0,100,0,150,150,137.5,"N",1,"BFG"
"815",833,"BFG","2018","61061",1,"1",1,"3/27/2018","4/26/2018","","61061 1 1",2,100,26.2,142.5,100,75,"N",1,"BFG"
"816",834,"BFG","2018","61061",2,"0",1,"5/31/2018","6/5/2018","","61061 2 0",0,99,0,62.5,42.5,30,"N",1,"BFG"
"817",835,"CC","2018","61061",2,"0",1,"5/31/2018","6/5/2018","","61061 2 0",0,99,0,62.5,42.5,30,"N",1,"CC"
"818",836,"CC","2018","61062",1,"0",1,"4/19/2018","4/24/2018","","61062 1 0",NA,NA,NA,NA,NA,NA,"N",1,"CC"
"819",837,"CC","2018","61062",2,"0",1,"5/20/2018","5/21/2018","","61062 2 0",NA,NA,NA,NA,NA,NA,"N",1,"CC"
"820",838,"BFG","2018","61063",1,"0",1,"4/18/2018","4/21/2018","","61063 1 0",9,100,98.6,150,107.5,87.5,"N",1,"BFG"
"821",839,"CC","2018","61064",1,"0",1,"4/11/2018","4/17/2018","","61064 1 0",22,100,98.6,135,55,42.5,"N",1,"CC"
"822",840,"BFG","2018","61065",1,"0",1,"4/20/2018","5/12/2018","","61065 1 0",7,100,91.8,150,135,87.5,"N",1,"BFG"
"823",841,"BFG","2018","61065",2,"0",1,"6/12/2018","6/25/2018","","61065 2 0",14,98,83.4,140,72.5,20,"N",1,"BFG"
"824",842,"CC","2018","61067",1,"0",1,"4/23/2018","5/18/2018","","61067 1 0",NA,NA,NA,NA,NA,NA,"N",1,"CC"
"825",843,"BFG","2018","61068",1,"1",0,"4/20/2018","5/19/2018","","61068 1 1",8,96,91.2,120,65,42.5,"N",1,"BFG"
"826",844,"BFG","2018","61069",1,"1",1,"4/2/2018","4/30/2018","","61069 1 1",9,100,96.6,150,135,112.5,"N",1,"BFG"
"827",845,"CC","2018","61073",1,"0",1,"3/18/2018","4/3/2018","","61073 1 0",6,100,93.2,150,110,107.5,"N",1,"CC"
"828",846,"CC","2018","61073",2,"0",1,"4/23/2018","5/19/2018","","61073 2 0",4,98,63.8,132.5,97.5,67.5,"N",1,"CC"
"829",847,"CC","2018","61073",3,"0",1,"7/2/2018","7/13/2018","","61073 3 0",NA,NA,NA,NA,NA,NA,"N",1,"CC"
"830",848,"BFG","2018","61076",1,"0",1,"4/8/2018","4/30/2018","","61076 1 0",0,100,0,150,80,65,"N",1,"BFG"
"831",849,"BFG","2018","61076",2,"0",1,"6/9/2018","6/15/2018","","61076 2 0",0,100,0,60,47.5,42.5,"N",1,"BFG"
"832",850,"CC","2018","61077",2,"1",1,"4/13/2018","5/10/2018","","61077 2 1",8,99,88,150,150,147.5,"N",1,"CC"
"833",851,"CC","2018","61077",1,"0",1,"3/20/2018","3/23/2018","","61077 1 0",NA,NA,NA,NA,NA,NA,"N",1,"CC"
"834",852,"BFG","2018","61078",1,"1",1,"4/29/2018","5/29/2018","","61078 1 1",1,94,57.8,150,142.5,125,"N",1,"BFG"
"835",853,"BFG","2018","61079",1,"1",1,"4/2/2018","5/2/2018","","61079 1 1",10,100,99.6,150,130,82.5,"N",1,"BFG"
"836",854,"CC","2018","61080",1,"0",1,"5/13/2018","6/4/2018","","61080 1 0",14,99,98.6,102.5,20,22.5,"Y",1,"CC"
"837",855,"BFG","2018","61083",1,"0",1,"4/19/2018","5/3/2018","","61083 1 0",10,100,97.8,127.5,120,10,"N",1,"BFG"
"838",856,"BFG","2018","61083",2,"0",1,"5/25/2018","6/8/2018","","61083 2 0",10,91,75.6,115,80,70,"N",1,"BFG"
"839",857,"BFG","2018","61084",1,"1",0,"4/2/2018","5/4/2018","","61084 1 1",0,100,0,82.5,60,42.5,"N",1,"BFG"
"840",858,"CC","2018","61085",1,"0",1,"4/10/2018","4/15/2018","","61085 1 0",4,100,96.4,150,142.5,85,"N",1,"CC"
"841",859,"CC","2018","61085",2,"0",1,"5/24/2018","5/26/2018","","61085 2 0",6,98,92.6,150,130,112.5,"N",1,"CC"
"842",860,"BFG","2018","61088",1,"0",1,"4/12/2018","5/6/2018","","61088 1 0",11,67,81.4,10,10,10,"N",1,"BFG"
"843",861,"BFG","2018","61089",1,"1",1,"4/2/2018","5/1/2018","","61089 1 1",10,100,77.2,142.5,107.5,85,"N",1,"BFG"
"844",862,"BFG","2018","61092",1,"0",1,"5/11/2018","5/24/2018","","61092 1 0",8,100,70.2,150,150,32.5,"N",1,"BFG"
"845",863,"BFG","2018","61094",1,"0",1,"4/11/2018","5/1/2018","","61094 1 0",0,100,33,150,130,107.5,"Y",1,"BFG"
"846",864,"BFG","2018","61095",1,"0",1,"3/21/2018","3/30/2018","","61095 1 0",NA,NA,NA,NA,NA,NA,"Y",1,"BFG"
"847",865,"BFG","2018","61096",1,"0",0,"4/19/2018","5/8/2018","","61096 1 0",11,100,86.2,150,150,87.5,"N",1,"BFG"
"848",866,"BFG","2018","61097",2,"1",1,"5/5/2018","6/3/2018","","61097 2 1",6,100,93,65,42.5,30,"N",1,"BFG"
"849",867,"BFG","2018","61097",1,"0",1,"3/25/2018","4/11/2018","","61097 1 0",9,97,98,115,37.5,10,"N",1,"BFG"
"850",868,"BFG","2018","61099",2,"1",1,"5/3/2018","6/1/2018","","61099 2 1",0,98,15,150,150,150,"N",1,"BFG"
"851",869,"BFG","2018","61099",1,"0",1,"4/1/2018","4/10/2018","","61099 1 0",13,99,99.8,140,50,25,"N",1,"BFG"
"852",870,"BFG","2018","61101",1,"0",0,"4/18/2018","4/24/2018","","61101 1 0",16,86,99.8,100,47.5,35,"N",1,"BFG"
"853",871,"CC","2018","61102",1,"1",1,"4/9/2018","5/6/2018","","61102 1 1",6,99,70.2,135,105,110,"N",1,"CC"
"854",872,"BFG","2018","61104",1,"0",1,"4/4/2018","4/10/2018","","61104 1 0",5,100,82.8,142.5,112.5,92.5,"N",1,"BFG"
"855",873,"CC","2018","61105",1,"0",1,"3/27/2018","4/9/2018","","61105 1 0",13,100,99.2,147.5,47.5,27.5,"N",1,"CC"
"856",874,"CC","2018","61105",2,"0",1,"5/10/2018","5/16/2018","","61105 2 0",25,99,99.2,115,87.5,75,"N",1,"CC"
"857",875,"CC","2018","61105",3,"0",1,"6/7/2018","6/19/2018","","61105 3 0",0,97,8.4,150,87.5,75,"N",1,"CC"
"858",876,"BFG","2018","61106",1,"0",1,"4/5/2018","4/16/2018","","61106 1 0",20,100,96.8,52.5,37.5,15,"N",1,"BFG"
"859",877,"CC","2018","61107",1,"0",1,"3/29/2018","4/21/2018","","61107 1 0",22,100,99.6,135,32.5,22.5,"N",1,"CC"
"860",878,"CC","2018","61107",2,"0",1,"6/16/2018","6/29/2018","","61107 2 0",10,93,96.2,150,52.5,40,"N",1,"CC"
"861",879,"BFG","2018","61108",1,"1",1,"4/8/2018","5/6/2018","","61108 1 1",12,100,86.2,130,50,17.5,"N",1,"BFG"
"862",880,"BFG","2018","61111",1,"1",1,"4/1/2018","4/30/2018","","61111 1 1",0,100,97.4,150,142.5,130,"N",1,"BFG"
"863",881,"CC","2018","61112",1,"0",1,"3/26/2018","4/11/2016","","61112 1 0",9,83,99.6,150,50,17.5,"Y",1,"CC"
"864",882,"BFG","2018","61113",1,"1",1,"3/31/2018","4/29/2018","","61113 1 1",0,59,14.6,150,102.5,65,"N",1,"BFG"
"865",883,"WEBB","2018","61117",1,"0",0,"4/2/2018","4/3/2018","","61117 1 0",8,100,93.6,200,195,192.5,"Y",1,"WEBB"
"866",884,"WEBB","2018","61125",1,"0",0,"5/10/2018","5/19/2018","","61125 1 0",14,100,90,162.5,82.5,107.5,"N",1,"WEBB"
"867",885,"WEBB","2018","61126",1,"0",0,"5/22/2018","5/30/2018","","61126 1 0",9,100,89,190,110,152.5,"N",1,"WEBB"
"868",886,"WEBB","2018","61130",1,"0",0,"4/8/2018","5/1/2018","","61130 1 0",21,99,93.4,200,112.5,135,"N",1,"WEBB"
"869",887,"WEBB","2018","61135",1,"1",1,"4/24/2018","5/22/2018","","61135 1 1",6,88,95,200,145,137.5,"N",1,"WEBB"
"870",888,"WEBB","2018","61138",1,"1",0,"4/7/2018","5/6/2018","","61138 1 1",0,76,34.6,167.5,85,102.5,"N",1,"WEBB"
"871",889,"WEBB","2018","61139",3,"1",0,"6/13/2018","7/13/2018","","61139 3 1",17,100,89,200,48,183,"N",1,"WEBB"
"872",890,"WEBB","2018","61139",1,"0",0,"4/16/2018","4/18/2018","","61139 1 0",4,99,93.4,200,200,200,"N",1,"WEBB"
"873",891,"WEBB","2018","61139",2,"0",0,"5/13/2018","5/18/2018","","61139 2 0",NA,NA,NA,NA,NA,NA,"N",1,"WEBB"
"874",892,"WEBB","2018","61142",1,"0",1,"4/29/2018","5/9/2018","","61142 1 0",9,100,83,200,180,185,"N",1,"WEBB"
"875",893,"WLA","2018","61148",1,"0",1,"4/17/2018","4/24/2018","","61148 1 0",19,NA,51.4,200,200,200,"Y",1,"WLA"
"876",894,"WLA","2018","61149",1,"0",0,"4/23/2018","5/7/2018","","61149 1 0",8,NA,80.4,200,200,200,"Y",1,"WLA"
"877",895,"WLA","2018","61150",1,"0",0,"4/17/2018","4/19/2018","","61150 1 0",17,NA,67,200,200,155,"N",1,"WLA"
"878",896,"WLA","2018","61150",2,"0",0,"5/4/2018","5/27/2018","","61150 2 0",5,NA,51.2,200,80,162.5,"N",1,"WLA"
"879",897,"WLA","2018","61151",1,"0",1,"4/10/2018","4/13/2018","","61151 1 0",16,NA,87,185,137.5,20,"N",1,"WLA"
"880",898,"WLA","2018","61151",2,"0",1,"5/23/2018","5/24/2018","","61151 2 0",14,NA,94.8,200,127.5,100,"N",1,"WLA"
"881",899,"WLA","2018","61152",1,"1",1,"4/30/2018","5/25/2018","","61152 1 1",NA,NA,NA,NA,NA,NA,"Y",1,"WLA"
"882",900,"WLA","2018","61154",1,"1",1,"4/12/2018","5/11/2018","","61154 1 1",39,NA,80.8,192.5,127.5,57.5,"N",1,"WLA"
"883",901,"WLA","2018","61155",1,"0",1,"4/20/2018","4/26/2018","","61155 1 0",48,NA,28.8,197.5,120,80,"N",1,"WLA"
"884",902,"WLA","2018","61155",2,"0",1,"5/19/2018","5/19/2018","","61155 2 0",18,NA,76,187.5,140,100,"N",1,"WLA"
"885",903,"WLA","2018","61155",3,"0",1,"6/11/2018","6/13/2018","","61155 3 0",9,100,83.4,165,127.5,90,"N",1,"WLA"
"886",904,"WLA","2018","61156",1,"0",1,"4/22/2018","4/28/2018","","61156 1 0",19,NA,91.2,180,160,120,"N",1,"WLA"
"887",905,"WLA","2018","61158",1,"0",1,"5/6/2018","5/11/2018","","61158 1 0",21,NA,61.2,187.5,92.5,170,"N",1,"WLA"
"888",906,"WLA","2018","61159",1,"0",1,"5/24/2018","5/29/2018","","61159 1 0",14,NA,64,125,52.5,72.5,"N",1,"WLA"
"889",907,"WLA","2018","61160",1,"0",1,"4/10/2018","4/13/2018","","61160 1 0",27,NA,83,187.5,200,150,"N",1,"WLA"
"890",908,"WLA","2018","61160",2,"0",1,"5/2/2018","5/15/2018","","61160 2 0",9,NA,35.8,197.5,120,102.5,"N",1,"WLA"
"891",909,"WLA","2018","61160",3,"0",1,"6/14/2018","6/22/2018","","61160 3 0",NA,NA,NA,NA,NA,NA,"N",1,"WLA"
"892",910,"WLA","2018","61161",1,"0",1,"5/7/2018","5/11/2018","","61161 1 0",12,NA,86.4,200,107.5,32.5,"N",1,"WLA"
"893",911,"WLA","2018","61162",1,"0",1,"5/15/2018","5/16/2018","","61162 1 0",22,NA,94.8,180,65,77.5,"N",1,"WLA"
"894",912,"WLA","2018","61162",2,"0",1,"6/10/2018","6/11/2018","","61162 2 0",18,100,91.6,200,162.5,130,"N",1,"WLA"
"895",913,"WLA","2018","61164",1,"0",1,"5/12/2018","5/22/2018","","61164 1 0",8,NA,64,167.5,112.5,115,"N",1,"WLA"
"896",914,"WLA","2018","61166",1,"0",1,"4/24/2018","4/27/2018","","61166 1 0",35,NA,62.8,200,165,185,"Y",1,"WLA"
"897",915,"WLA","2018","61166",2,"0",1,"5/16/2018","5/17/2018","","61166 2 0",1,NA,23.2,200,95,97.5,"Y",1,"WLA"
"898",916,"WLA","2018","61169",1,"0",1,"5/19/2018","5/22/2018","","61169 1 0",0,NA,8,182.5,62.5,87.5,"N",1,"WLA"
"899",917,"WLA","2018","61170",1,"0",1,"5/14/2018","5/23/2018","","61170 1 0",5,NA,17.8,200,117.5,107.5,"N",1,"WLA"
"900",918,"WLA","2018","61171",1,"0",1,"5/7/2018","5/30/2018","","61171 1 0",18,NA,67.4,140,72.5,47.5,"N",1,"WLA"
"901",919,"WLA","2018","61172",1,"0",1,"4/16/2018","4/20/2018","","61172 1 0",12,NA,45.4,200,200,200,"N",1,"WLA"
"902",920,"WLA","2018","61172",2,"0",1,"5/21/2018","5/22/2018","","61172 2 0",0,NA,19.8,200,155,110,"N",1,"WLA"
"903",921,"WLA","2018","61172",3,"0",1,"6/10/2018","6/11/2018","","61172 3 0",NA,NA,NA,NA,NA,NA,"N",1,"WLA"
"904",922,"WLA","2018","61173",1,"0",1,"5/13/2018","5/13/2018","","61173 1 0",1,NA,26.4,195,165,157.5,"Y",1,"WLA"
"905",923,"WLA","2018","61174",1,"1",1,"4/24/2018","5/20/2018","","61174 1 1",46,NA,77.2,177.5,112.5,110,"N",1,"WLA"
"906",924,"WLA","2018","61176",1,"0",1,"4/12/2018","4/29/2018","","61176 1 0",11,NA,62.2,192.5,187.5,97.5,"N",1,"WLA"
"907",925,"WLA","2018","61176",2,"0",1,"6/1/2018","6/16/2018","","61176 2 0",29,NA,86,195,160,125,"N",1,"WLA"
"908",926,"WLA","2018","61177",1,"0",1,"5/8/2018","5/21/2018","","61177 1 0",29,NA,92,200,110,117.5,"N",1,"WLA"
"909",927,"WLA","2018","61178",1,"0",1,"4/15/2018","5/1/2018","","61178 1 0",15,NA,64.2,200,160,160,"N",1,"WLA"
"910",928,"WEBB","2018","61226",1,"0",0,"4/2/2018","4/12/2018","","61226 1 0",16,100,89,190,130,120,"N",1,"WEBB"
"911",929,"CC","2020","61248",1,"1",1,"4/8/2020","5/6/2020","","61248 1 1",9,96,97,200,140,122.5,"N",1,"CC"
"912",930,"BFG","2020","61251",1,"0",0,"4/26/2020","4/30/2020","","61251 1 0",14,100,84,177.5,142.5,112.5,"N",1,"BFG"
"913",931,"CC","2020","61254",1,"1",1,"4/4/2020","5/1/2020","","61254 1 1",10,70,91,180,102.5,102.5,"N",1,"CC"
"914",932,"BFG","2020","61255",1,"0",1,"4/10/2020","4/14/2020","","61255 1 0",1,100,34,140,110,112.5,"Y",1,"BFG"
"915",933,"CC","2020","61258",1,"0",0,"4/16/2020","4/17/2020","","61258 1 0",7,100,83,180,152.5,130,"N",1,"CC"
"916",934,"CC","2020","61260",1,"0",1,"4/11/2020","4/28/2020","","61260 1 0",2,98,62,200,182.5,182.5,"Y",1,"CC"
"919",937,"CC","2020","61268",1,"0",0,"4/29/2020","5/21/2020","","61268 1 0",10,98,96,190,55,45,"N",1,"CC"
"920",938,"BFG","2020","61269",1,"1",0,"4/8/2020","5/8/2020","","61269 1 1",0,100,2,142.5,127.5,125,"N",1,"BFG"
"921",939,"BFG","2020","61270",1,"0",0,"4/16/2020","4/20/2020","","61270 1 0",8,100,93,200,87.5,77.5,"Y",1,"BFG"
"923",941,"CC","2020","61276",1,"0",1,"4/8/2020","4/27/2020","","61276 1 0",4,100,49,172.5,97.5,97.5,"N",1,"CC"
"924",942,"CC","2020","61276",2,"0",1,"5/31/2020","6/21/2020","","61276 2 0",11,100,80,107.5,95,85,"N",1,"CC"
"925",943,"CC","2020","61287",2,"1",1,"5/7/2020","6/3/2020","","61287 2 1",10,100,88,157.5,60,47.5,"N",1,"CC"
"926",944,"CC","2020","61287",1,"0",1,"4/10/2020","4/11/2020","","61287 1 0",10,100,91,200,167.5,167.5,"N",1,"CC"
"927",945,"CC","2020","61288",1,"0",1,"4/24/2020","5/2/2020","","61288 1 0",18,100,98,77.5,52.5,47.5,"N",1,"CC"
